+--------------+------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                          context                           |        synset       | Polarity + | Polarity - | Polarity = |
|   limitar    |           ... sean tan limitadas la variedad ...           |    restrict.v.03    |    0.0     |    0.0     |    1.0     |
|  agradecer   |           ante mano agradecemos su atención ...            |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|  equivocar   |            ... no nos equivocamos en decir ...             |       err.v.01      |    0.0     |    0.25    |    0.75    |
|    decir     |           ... equivocamos en decir y elegir ...            |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|    elegir    |                ... decir y elegir a los ...                |     choose.v.01     |    0.0     |    0.0     |    1.0     |
|   ampliar    |                        el menú ...                         |       run.v.03      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |            ... de comidas ofrecer un plato ...             |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    hacer     |             ... como lo hacían antes desayuno              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|      ir      |                   ... y se ve muy sucio                    |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|      ha      |             atención ha sido satisfactoria ...             |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |         atención ha sido satisfactoria durante ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |                      más opciones ...                      |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|     ser      |                 ... menú no es suficiente                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |                 menú ofrecido debe ser ...                 |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     debe     |          menú ofrecido debe ser representado ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |         ... ofrecido debe ser representado con ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
| representar  |            ... debe ser representado con la ...            |   constitute.v.01   |    0.0     |    0.0     |    1.0     |
|  preparado   |           ... los productos preparados en la ...           |      make.v.15      |    0.0     |    0.0     |    1.0     |
|    tener     |              ... un chef tiene que saber ...               |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    saber     |             ... tiene que saber dirigir la ...             |      know.v.01      |    0.0     |    0.0     |    1.0     |
|   dirigir    |          ... que saber dirigir la preparación ...          |     impart.v.03     |    0.0     |    0.0     |    1.0     |
|     ser      |               ... la piscina es no poner ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poner     |                ... es no poner música a ...                |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |              ... alto volumen es un hotel ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|              |            ... hotel para relajarse y seria ...            |     loosen.v.07     |    0.0     |    0.0     |    1.0     |
|    poder     |         ... seria bueno poder aprovecharlo el ...          |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   ofrecer    |                     como desayuno ...                      |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    pesar     |         ... únicamente huevo pese a prepararse ...         |      count.v.02     |    0.0     |    0.0     |    1.0     |
|              |           ... pese a prepararse de distintas ...           |       fix.v.12      |    0.0     |    0.0     |    1.0     |
|     ser      |             ... maneras no es variedad es ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... es variedad es el mismo ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                  ... lo cual es eficiente                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mejorar    |      ... mil felicitaciones mejorar los detalles ...       |     better.v.02     |   0.375    |    0.0     |   0.625    |
|     ser      |               ... frio pero son cosas de ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |               realidad no es alto porque ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |            ... y sonriente sugiero un curso ...            |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    poder     |            ... por costos puede ser virtual ...            |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |            ... costos puede ser virtual del ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |              ... la calificación fue de 3 ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    pedir     |            ... ya que pedí una sobrebarriga ...            |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    estar     |              ... la salsa estaba agria y ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |             ... caldos solo habían dos cremas              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|  felicitar   |                 los felicito muy buena ...                 |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|    haber     |              ... la cocina hay un exceso ...               |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   parecer    |            ... y habitaciones parece que no ...            |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |             ... que no tiene respiradero o ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
| corresponder |          ... el menú corresponde solamente al ...          |      match.v.01     |   0.375    |    0.0     |   0.625    |
|  felicitar   |                 que sí felicito a todo ...                 |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|  recomendar  |      ... general y recomendaría muy especialmente ...      |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
